value,variable,units,years_post,treatment,study,forest_type,region,burn_season,thin_type,other,other2
0.34,fwd,kg/m2,12,control,hood,Ponderosa Pine,interior_pnw,NA,commercial,NA,NA
0.33,fwd,kg/m2,22,control,hood,Ponderosa Pine,interior_pnw,NA,commercial,NA,NA
0.63,fwd,kg/m2,12,thin,hood,Ponderosa Pine,interior_pnw,NA,commercial,NA,NA
0.33,fwd,kg/m2,22,thin,hood,Ponderosa Pine,interior_pnw,NA,commercial,NA,NA
0.82,fwd,kg/m2,0,thinburn,hood,Ponderosa Pine,interior_pnw,spring,commercial,NA,NA
0.46,fwd,kg/m2,1,thinburn,hood,Ponderosa Pine,interior_pnw,spring,commercial,NA,NA
0.33,fwd,kg/m2,12,thinburn,hood,Ponderosa Pine,interior_pnw,spring,commercial,NA,NA
0.28,fwd,kg/m2,22,thinburn,hood,Ponderosa Pine,interior_pnw,spring,commercial,NA,NA
0.69,fwd,kg/m2,0,thinburn,hood,Ponderosa Pine,interior_pnw,fall,commercial,NA,NA
0.35,fwd,kg/m2,1,thinburn,hood,Ponderosa Pine,interior_pnw,fall,commercial,NA,NA
0.41,fwd,kg/m2,12,thinburn,hood,Ponderosa Pine,interior_pnw,fall,commercial,NA,NA
0.2,fwd,kg/m2,22,thinburn,hood,Ponderosa Pine,interior_pnw,fall,commercial,NA,NA
0.57,fwd,kg/m2,12,control,hood,Ponderosa Pine,interior_pnw,NA,shelterwood,NA,NA
0.53,fwd,kg/m2,22,control,hood,Ponderosa Pine,interior_pnw,NA,shelterwood,NA,NA
0.86,fwd,kg/m2,12,thin,hood,Ponderosa Pine,interior_pnw,NA,shelterwood,NA,NA
0.56,fwd,kg/m2,22,thin,hood,Ponderosa Pine,interior_pnw,NA,shelterwood,NA,NA
0.95,fwd,kg/m2,0,thinburn,hood,Ponderosa Pine,interior_pnw,spring,shelterwood,wet burn,NA
0.44,fwd,kg/m2,1,thinburn,hood,Ponderosa Pine,interior_pnw,spring,shelterwood,wet burn,NA
0.58,fwd,kg/m2,12,thinburn,hood,Ponderosa Pine,interior_pnw,spring,shelterwood,wet burn,NA
0.31,fwd,kg/m2,22,thinburn,hood,Ponderosa Pine,interior_pnw,spring,shelterwood,wet burn,NA
1.14,fwd,kg/m2,0,thinburn,hood,Ponderosa Pine,interior_pnw,spring,shelterwood,dry burn,NA
0.62,fwd,kg/m2,1,thinburn,hood,Ponderosa Pine,interior_pnw,spring,shelterwood,dry burn,NA
0.48,fwd,kg/m2,12,thinburn,hood,Ponderosa Pine,interior_pnw,spring,shelterwood,dry burn,NA
0.42,fwd,kg/m2,22,thinburn,hood,Ponderosa Pine,interior_pnw,spring,shelterwood,dry burn,NA
0.86,cwd,kg/m2,12,control,hood,Ponderosa Pine,interior_pnw,NA,commercial,NA,NA
0.43,cwd,kg/m2,22,control,hood,Ponderosa Pine,interior_pnw,NA,commercial,NA,NA
1.43,cwd,kg/m2,12,thin,hood,Ponderosa Pine,interior_pnw,NA,commercial,NA,NA
0.52,cwd,kg/m2,22,thin,hood,Ponderosa Pine,interior_pnw,NA,commercial,NA,NA
1.32,cwd,kg/m2,0,thinburn,hood,Ponderosa Pine,interior_pnw,spring,commercial,NA,NA
0.45,cwd,kg/m2,1,thinburn,hood,Ponderosa Pine,interior_pnw,spring,commercial,NA,NA
0.47,cwd,kg/m2,12,thinburn,hood,Ponderosa Pine,interior_pnw,spring,commercial,NA,NA
0.31,cwd,kg/m2,22,thinburn,hood,Ponderosa Pine,interior_pnw,spring,commercial,NA,NA
0.88,cwd,kg/m2,0,thinburn,hood,Ponderosa Pine,interior_pnw,fall,commercial,NA,NA
0.11,cwd,kg/m2,1,thinburn,hood,Ponderosa Pine,interior_pnw,fall,commercial,NA,NA
0.5,cwd,kg/m2,12,thinburn,hood,Ponderosa Pine,interior_pnw,fall,commercial,NA,NA
0.47,cwd,kg/m2,22,thinburn,hood,Ponderosa Pine,interior_pnw,fall,commercial,NA,NA
1.49,cwd,kg/m2,12,control,hood,Ponderosa Pine,interior_pnw,NA,shelterwood,NA,NA
1.47,cwd,kg/m2,22,control,hood,Ponderosa Pine,interior_pnw,NA,shelterwood,NA,NA
1.09,cwd,kg/m2,12,thin,hood,Ponderosa Pine,interior_pnw,NA,shelterwood,NA,NA
1.63,cwd,kg/m2,22,thin,hood,Ponderosa Pine,interior_pnw,NA,shelterwood,NA,NA
0.41,cwd,kg/m2,0,thinburn,hood,Ponderosa Pine,interior_pnw,spring,shelterwood,wet burn,NA
0.13,cwd,kg/m2,1,thinburn,hood,Ponderosa Pine,interior_pnw,spring,shelterwood,wet burn,NA
1.46,cwd,kg/m2,12,thinburn,hood,Ponderosa Pine,interior_pnw,spring,shelterwood,wet burn,NA
0.68,cwd,kg/m2,22,thinburn,hood,Ponderosa Pine,interior_pnw,spring,shelterwood,wet burn,NA
0.71,cwd,kg/m2,0,thinburn,hood,Ponderosa Pine,interior_pnw,spring,shelterwood,dry burn,NA
0.13,cwd,kg/m2,1,thinburn,hood,Ponderosa Pine,interior_pnw,spring,shelterwood,dry burn,NA
1.13,cwd,kg/m2,12,thinburn,hood,Ponderosa Pine,interior_pnw,spring,shelterwood,dry burn,NA
0.77,cwd,kg/m2,22,thinburn,hood,Ponderosa Pine,interior_pnw,spring,shelterwood,dry burn,NA
4.17,litterduff,kg/m2,12,control,hood,Ponderosa Pine,interior_pnw,NA,commercial,NA,NA
2.08,litterduff,kg/m2,22,control,hood,Ponderosa Pine,interior_pnw,NA,commercial,NA,NA
2.46,litterduff,kg/m2,12,thin,hood,Ponderosa Pine,interior_pnw,NA,commercial,NA,NA
1.57,litterduff,kg/m2,22,thin,hood,Ponderosa Pine,interior_pnw,NA,commercial,NA,NA
2.26,litterduff,kg/m2,0,thinburn,hood,Ponderosa Pine,interior_pnw,spring,commercial,NA,NA
1.32,litterduff,kg/m2,1,thinburn,hood,Ponderosa Pine,interior_pnw,spring,commercial,NA,NA
1.64,litterduff,kg/m2,12,thinburn,hood,Ponderosa Pine,interior_pnw,spring,commercial,NA,NA
1.17,litterduff,kg/m2,22,thinburn,hood,Ponderosa Pine,interior_pnw,spring,commercial,NA,NA
3.02,litterduff,kg/m2,0,thinburn,hood,Ponderosa Pine,interior_pnw,fall,commercial,NA,NA
0.93,litterduff,kg/m2,1,thinburn,hood,Ponderosa Pine,interior_pnw,fall,commercial,NA,NA
1.39,litterduff,kg/m2,12,thinburn,hood,Ponderosa Pine,interior_pnw,fall,commercial,NA,NA
1.21,litterduff,kg/m2,22,thinburn,hood,Ponderosa Pine,interior_pnw,fall,commercial,NA,NA
3.39,litterduff,kg/m2,12,control,hood,Ponderosa Pine,interior_pnw,NA,shelterwood,NA,NA
1.97,litterduff,kg/m2,22,control,hood,Ponderosa Pine,interior_pnw,NA,shelterwood,NA,NA
2.9,litterduff,kg/m2,12,thin,hood,Ponderosa Pine,interior_pnw,NA,shelterwood,NA,NA
2.07,litterduff,kg/m2,22,thin,hood,Ponderosa Pine,interior_pnw,NA,shelterwood,NA,NA
2.77,litterduff,kg/m2,0,thinburn,hood,Ponderosa Pine,interior_pnw,spring,shelterwood,wet burn,NA
2.3,litterduff,kg/m2,1,thinburn,hood,Ponderosa Pine,interior_pnw,spring,shelterwood,wet burn,NA
1.9,litterduff,kg/m2,12,thinburn,hood,Ponderosa Pine,interior_pnw,spring,shelterwood,wet burn,NA
1.31,litterduff,kg/m2,22,thinburn,hood,Ponderosa Pine,interior_pnw,spring,shelterwood,wet burn,NA
3.54,litterduff,kg/m2,0,thinburn,hood,Ponderosa Pine,interior_pnw,spring,shelterwood,dry burn,NA
2.2,litterduff,kg/m2,1,thinburn,hood,Ponderosa Pine,interior_pnw,spring,shelterwood,dry burn,NA
1.61,litterduff,kg/m2,12,thinburn,hood,Ponderosa Pine,interior_pnw,spring,shelterwood,dry burn,NA
1.39,litterduff,kg/m2,22,thinburn,hood,Ponderosa Pine,interior_pnw,spring,shelterwood,dry burn,NA
348,density,trees/ha,1,control,hood,Ponderosa Pine,interior_pnw,NA,commercial,NA,NA
358,density,trees/ha,12,control,hood,Ponderosa Pine,interior_pnw,NA,commercial,NA,NA
304,density,trees/ha,22,control,hood,Ponderosa Pine,interior_pnw,NA,commercial,NA,NA
177,density,trees/ha,1,thin,hood,Ponderosa Pine,interior_pnw,NA,commercial,NA,NA
186,density,trees/ha,12,thin,hood,Ponderosa Pine,interior_pnw,NA,commercial,NA,NA
189,density,trees/ha,22,thin,hood,Ponderosa Pine,interior_pnw,NA,commercial,NA,NA
199,density,trees/ha,1,thinburn,hood,Ponderosa Pine,interior_pnw,spring,commercial,NA,NA
199,density,trees/ha,12,thinburn,hood,Ponderosa Pine,interior_pnw,spring,commercial,NA,NA
208,density,trees/ha,22,thinburn,hood,Ponderosa Pine,interior_pnw,spring,commercial,NA,NA
202,density,trees/ha,1,thinburn,hood,Ponderosa Pine,interior_pnw,fall,commercial,NA,NA
213,density,trees/ha,12,thinburn,hood,Ponderosa Pine,interior_pnw,fall,commercial,NA,NA
202,density,trees/ha,22,thinburn,hood,Ponderosa Pine,interior_pnw,fall,commercial,NA,NA
325,density,trees/ha,1,control,hood,Ponderosa Pine,interior_pnw,NA,shelterwood,NA,NA
306,density,trees/ha,12,control,hood,Ponderosa Pine,interior_pnw,NA,shelterwood,NA,NA
275,density,trees/ha,22,control,hood,Ponderosa Pine,interior_pnw,NA,shelterwood,NA,NA
140,density,trees/ha,1,thin,hood,Ponderosa Pine,interior_pnw,NA,shelterwood,NA,NA
133,density,trees/ha,12,thin,hood,Ponderosa Pine,interior_pnw,NA,shelterwood,NA,NA
140,density,trees/ha,22,thin,hood,Ponderosa Pine,interior_pnw,NA,shelterwood,NA,NA
118,density,trees/ha,1,thinburn,hood,Ponderosa Pine,interior_pnw,spring,shelterwood,wet burn,NA
115,density,trees/ha,12,thinburn,hood,Ponderosa Pine,interior_pnw,spring,shelterwood,wet burn,NA
122,density,trees/ha,22,thinburn,hood,Ponderosa Pine,interior_pnw,spring,shelterwood,wet burn,NA
148,density,trees/ha,1,thinburn,hood,Ponderosa Pine,interior_pnw,spring,shelterwood,dry burn,NA
131,density,trees/ha,12,thinburn,hood,Ponderosa Pine,interior_pnw,spring,shelterwood,dry burn,NA
133,density,trees/ha,22,thinburn,hood,Ponderosa Pine,interior_pnw,spring,shelterwood,dry burn,NA
23.7,basal_area,m2/ha,1,control,hood,Ponderosa Pine,interior_pnw,NA,commercial,NA,NA
30,basal_area,m2/ha,12,control,hood,Ponderosa Pine,interior_pnw,NA,commercial,NA,NA
29,basal_area,m2/ha,22,control,hood,Ponderosa Pine,interior_pnw,NA,commercial,NA,NA
12.9,basal_area,m2/ha,1,thin,hood,Ponderosa Pine,interior_pnw,NA,commercial,NA,NA
17.4,basal_area,m2/ha,12,thin,hood,Ponderosa Pine,interior_pnw,NA,commercial,NA,NA
21,basal_area,m2/ha,22,thin,hood,Ponderosa Pine,interior_pnw,NA,commercial,NA,NA
12.9,basal_area,m2/ha,1,thinburn,hood,Ponderosa Pine,interior_pnw,spring,commercial,NA,NA
16.7,basal_area,m2/ha,12,thinburn,hood,Ponderosa Pine,interior_pnw,spring,commercial,NA,NA
20.8,basal_area,m2/ha,22,thinburn,hood,Ponderosa Pine,interior_pnw,spring,commercial,NA,NA
14.4,basal_area,m2/ha,1,thinburn,hood,Ponderosa Pine,interior_pnw,fall,commercial,NA,NA
18.9,basal_area,m2/ha,12,thinburn,hood,Ponderosa Pine,interior_pnw,fall,commercial,NA,NA
21.7,basal_area,m2/ha,22,thinburn,hood,Ponderosa Pine,interior_pnw,fall,commercial,NA,NA
25.5,basal_area,m2/ha,1,control,hood,Ponderosa Pine,interior_pnw,NA,shelterwood,NA,NA
28.3,basal_area,m2/ha,12,control,hood,Ponderosa Pine,interior_pnw,NA,shelterwood,NA,NA
29.2,basal_area,m2/ha,22,control,hood,Ponderosa Pine,interior_pnw,NA,shelterwood,NA,NA
11.9,basal_area,m2/ha,1,thin,hood,Ponderosa Pine,interior_pnw,NA,shelterwood,NA,NA
15,basal_area,m2/ha,12,thin,hood,Ponderosa Pine,interior_pnw,NA,shelterwood,NA,NA
17.9,basal_area,m2/ha,22,thin,hood,Ponderosa Pine,interior_pnw,NA,shelterwood,NA,NA
10,basal_area,m2/ha,1,thinburn,hood,Ponderosa Pine,interior_pnw,spring,shelterwood,wet burn,NA
12.5,basal_area,m2/ha,12,thinburn,hood,Ponderosa Pine,interior_pnw,spring,shelterwood,wet burn,NA
15.5,basal_area,m2/ha,22,thinburn,hood,Ponderosa Pine,interior_pnw,spring,shelterwood,wet burn,NA
11.6,basal_area,m2/ha,1,thinburn,hood,Ponderosa Pine,interior_pnw,spring,shelterwood,dry burn,NA
13.2,basal_area,m2/ha,12,thinburn,hood,Ponderosa Pine,interior_pnw,spring,shelterwood,dry burn,NA
16,basal_area,m2/ha,22,thinburn,hood,Ponderosa Pine,interior_pnw,spring,shelterwood,dry burn,NA
30.1,qmd,cm,1,control,hood,Ponderosa Pine,interior_pnw,NA,commercial,NA,NA
33.1,qmd,cm,12,control,hood,Ponderosa Pine,interior_pnw,NA,commercial,NA,NA
35.5,qmd,cm,22,control,hood,Ponderosa Pine,interior_pnw,NA,commercial,NA,NA
31.2,qmd,cm,1,thin,hood,Ponderosa Pine,interior_pnw,NA,commercial,NA,NA
35.4,qmd,cm,12,thin,hood,Ponderosa Pine,interior_pnw,NA,commercial,NA,NA
38.6,qmd,cm,22,thin,hood,Ponderosa Pine,interior_pnw,NA,commercial,NA,NA
29.4,qmd,cm,1,thinburn,hood,Ponderosa Pine,interior_pnw,spring,commercial,NA,NA
33.6,qmd,cm,12,thinburn,hood,Ponderosa Pine,interior_pnw,spring,commercial,NA,NA
36.9,qmd,cm,22,thinburn,hood,Ponderosa Pine,interior_pnw,spring,commercial,NA,NA
30.4,qmd,cm,1,thinburn,hood,Ponderosa Pine,interior_pnw,fall,commercial,NA,NA
34,qmd,cm,12,thinburn,hood,Ponderosa Pine,interior_pnw,fall,commercial,NA,NA
37.6,qmd,cm,22,thinburn,hood,Ponderosa Pine,interior_pnw,fall,commercial,NA,NA
32.3,qmd,cm,1,control,hood,Ponderosa Pine,interior_pnw,NA,shelterwood,NA,NA
34.9,qmd,cm,12,control,hood,Ponderosa Pine,interior_pnw,NA,shelterwood,NA,NA
36.6,qmd,cm,22,control,hood,Ponderosa Pine,interior_pnw,NA,shelterwood,NA,NA
34.5,qmd,cm,1,thin,hood,Ponderosa Pine,interior_pnw,NA,shelterwood,NA,NA
39.7,qmd,cm,12,thin,hood,Ponderosa Pine,interior_pnw,NA,shelterwood,NA,NA
41.9,qmd,cm,22,thin,hood,Ponderosa Pine,interior_pnw,NA,shelterwood,NA,NA
34.5,qmd,cm,1,thinburn,hood,Ponderosa Pine,interior_pnw,spring,shelterwood,wet burn,NA
39,qmd,cm,12,thinburn,hood,Ponderosa Pine,interior_pnw,spring,shelterwood,wet burn,NA
42.6,qmd,cm,22,thinburn,hood,Ponderosa Pine,interior_pnw,spring,shelterwood,wet burn,NA
33.7,qmd,cm,1,thinburn,hood,Ponderosa Pine,interior_pnw,spring,shelterwood,dry burn,NA
38.1,qmd,cm,12,thinburn,hood,Ponderosa Pine,interior_pnw,spring,shelterwood,dry burn,NA
41,qmd,cm,22,thinburn,hood,Ponderosa Pine,interior_pnw,spring,shelterwood,dry burn,NA
104,sapling_density,saps/ha,1,control,hood,Ponderosa Pine,interior_pnw,NA,commercial,NA,NA
175,sapling_density,saps/ha,12,control,hood,Ponderosa Pine,interior_pnw,NA,commercial,NA,NA
237,sapling_density,saps/ha,22,control,hood,Ponderosa Pine,interior_pnw,NA,commercial,NA,NA
59,sapling_density,saps/ha,1,thin,hood,Ponderosa Pine,interior_pnw,NA,commercial,NA,NA
104,sapling_density,saps/ha,12,thin,hood,Ponderosa Pine,interior_pnw,NA,commercial,NA,NA
175,sapling_density,saps/ha,22,thin,hood,Ponderosa Pine,interior_pnw,NA,commercial,NA,NA
73,sapling_density,saps/ha,1,thinburn,hood,Ponderosa Pine,interior_pnw,spring,commercial,NA,NA
40,sapling_density,saps/ha,12,thinburn,hood,Ponderosa Pine,interior_pnw,spring,commercial,NA,NA
136,sapling_density,saps/ha,22,thinburn,hood,Ponderosa Pine,interior_pnw,spring,commercial,NA,NA
48,sapling_density,saps/ha,1,thinburn,hood,Ponderosa Pine,interior_pnw,fall,commercial,NA,NA
23,sapling_density,saps/ha,12,thinburn,hood,Ponderosa Pine,interior_pnw,fall,commercial,NA,NA
37,sapling_density,saps/ha,22,thinburn,hood,Ponderosa Pine,interior_pnw,fall,commercial,NA,NA
383,sapling_density,saps/ha,1,control,hood,Ponderosa Pine,interior_pnw,NA,shelterwood,NA,NA
462,sapling_density,saps/ha,12,control,hood,Ponderosa Pine,interior_pnw,NA,shelterwood,NA,NA
614,sapling_density,saps/ha,22,control,hood,Ponderosa Pine,interior_pnw,NA,shelterwood,NA,NA
101,sapling_density,saps/ha,1,thin,hood,Ponderosa Pine,interior_pnw,NA,shelterwood,NA,NA
693,sapling_density,saps/ha,12,thin,hood,Ponderosa Pine,interior_pnw,NA,shelterwood,NA,NA
1526,sapling_density,saps/ha,22,thin,hood,Ponderosa Pine,interior_pnw,NA,shelterwood,NA,NA
17,sapling_density,saps/ha,1,thinburn,hood,Ponderosa Pine,interior_pnw,spring,shelterwood,wet burn,NA
28,sapling_density,saps/ha,12,thinburn,hood,Ponderosa Pine,interior_pnw,spring,shelterwood,wet burn,NA
479,sapling_density,saps/ha,22,thinburn,hood,Ponderosa Pine,interior_pnw,spring,shelterwood,wet burn,NA
45,sapling_density,saps/ha,1,thinburn,hood,Ponderosa Pine,interior_pnw,spring,shelterwood,dry burn,NA
124,sapling_density,saps/ha,12,thinburn,hood,Ponderosa Pine,interior_pnw,spring,shelterwood,dry burn,NA
496,sapling_density,saps/ha,22,thinburn,hood,Ponderosa Pine,interior_pnw,spring,shelterwood,dry burn,NA
135,seedling_density,seedlings/ha,12,control,hood,Ponderosa Pine,interior_pnw,NA,commercial,NA,NA
275,seedling_density,seedlings/ha,22,control,hood,Ponderosa Pine,interior_pnw,NA,commercial,NA,NA
17,seedling_density,seedlings/ha,12,thin,hood,Ponderosa Pine,interior_pnw,NA,commercial,NA,NA
774,seedling_density,seedlings/ha,22,thin,hood,Ponderosa Pine,interior_pnw,NA,commercial,NA,NA
11,seedling_density,seedlings/ha,12,thinburn,hood,Ponderosa Pine,interior_pnw,spring,commercial,NA,NA
1603,seedling_density,seedlings/ha,22,thinburn,hood,Ponderosa Pine,interior_pnw,spring,commercial,NA,NA
73,seedling_density,seedlings/ha,12,thinburn,hood,Ponderosa Pine,interior_pnw,fall,commercial,NA,NA
1872,seedling_density,seedlings/ha,22,thinburn,hood,Ponderosa Pine,interior_pnw,fall,commercial,NA,NA
865,seedling_density,seedlings/ha,12,control,hood,Ponderosa Pine,interior_pnw,NA,shelterwood,NA,NA
4811,seedling_density,seedlings/ha,22,control,hood,Ponderosa Pine,interior_pnw,NA,shelterwood,NA,NA
2000,seedling_density,seedlings/ha,12,thin,hood,Ponderosa Pine,interior_pnw,NA,shelterwood,NA,NA
3203,seedling_density,seedlings/ha,22,thin,hood,Ponderosa Pine,interior_pnw,NA,shelterwood,NA,NA
622,seedling_density,seedlings/ha,12,thinburn,hood,Ponderosa Pine,interior_pnw,spring,shelterwood,wet burn,NA
3878,seedling_density,seedlings/ha,22,thinburn,hood,Ponderosa Pine,interior_pnw,spring,shelterwood,wet burn,NA
568,seedling_density,seedlings/ha,12,thinburn,hood,Ponderosa Pine,interior_pnw,spring,shelterwood,dry burn,NA
2095,seedling_density,seedlings/ha,22,thinburn,hood,Ponderosa Pine,interior_pnw,spring,shelterwood,dry burn,NA
82.5,torching_index,km/hour,22,control,hood,Ponderosa Pine,interior_pnw,NA,commercial,NA,NA
85.1,torching_index,km/hour,22,thin,hood,Ponderosa Pine,interior_pnw,NA,commercial,NA,NA
81.6,torching_index,km/hour,22,thinburn,hood,Ponderosa Pine,interior_pnw,spring,commercial,NA,NA
97.4,torching_index,km/hour,22,thinburn,hood,Ponderosa Pine,interior_pnw,fall,commercial,NA,NA
40.4,torching_index,km/hour,22,control,hood,Ponderosa Pine,interior_pnw,NA,shelterwood,NA,NA
19.3,torching_index,km/hour,22,thin,hood,Ponderosa Pine,interior_pnw,NA,shelterwood,NA,NA
43.9,torching_index,km/hour,22,thinburn,hood,Ponderosa Pine,interior_pnw,spring,shelterwood,wet burn,NA
47.4,torching_index,km/hour,22,thinburn,hood,Ponderosa Pine,interior_pnw,spring,shelterwood,dry burn,NA
74.3,crowning_index,km/hour,22,control,hood,Ponderosa Pine,interior_pnw,NA,commercial,NA,NA
93.9,crowning_index,km/hour,22,thin,hood,Ponderosa Pine,interior_pnw,NA,commercial,NA,NA
90.6,crowning_index,km/hour,22,thinburn,hood,Ponderosa Pine,interior_pnw,spring,commercial,NA,NA
91.4,crowning_index,km/hour,22,thinburn,hood,Ponderosa Pine,interior_pnw,fall,commercial,NA,NA
58,crowning_index,km/hour,22,control,hood,Ponderosa Pine,interior_pnw,NA,shelterwood,NA,NA
58.8,crowning_index,km/hour,22,thin,hood,Ponderosa Pine,interior_pnw,NA,shelterwood,NA,NA
91.4,crowning_index,km/hour,22,thinburn,hood,Ponderosa Pine,interior_pnw,spring,shelterwood,wet burn,NA
93.9,crowning_index,km/hour,22,thinburn,hood,Ponderosa Pine,interior_pnw,spring,shelterwood,dry burn,NA
0.68,canopy_fuel,kg/m2,22,control,hood,Ponderosa Pine,interior_pnw,NA,commercial,NA,NA
0.49,canopy_fuel,kg/m2,22,thin,hood,Ponderosa Pine,interior_pnw,NA,commercial,NA,NA
0.51,canopy_fuel,kg/m2,22,thinburn,hood,Ponderosa Pine,interior_pnw,spring,commercial,NA,NA
0.47,canopy_fuel,kg/m2,22,thinburn,hood,Ponderosa Pine,interior_pnw,fall,commercial,NA,NA
0.95,canopy_fuel,kg/m2,22,control,hood,Ponderosa Pine,interior_pnw,NA,shelterwood,NA,NA
0.74,canopy_fuel,kg/m2,22,thin,hood,Ponderosa Pine,interior_pnw,NA,shelterwood,NA,NA
0.42,canopy_fuel,kg/m2,22,thinburn,hood,Ponderosa Pine,interior_pnw,spring,shelterwood,wet burn,NA
0.42,canopy_fuel,kg/m2,22,thinburn,hood,Ponderosa Pine,interior_pnw,spring,shelterwood,dry burn,NA
0.059,canopy_bulk_density,kg/m3,22,control,hood,Ponderosa Pine,interior_pnw,NA,commercial,NA,NA
0.039,canopy_bulk_density,kg/m3,22,thin,hood,Ponderosa Pine,interior_pnw,NA,commercial,NA,NA
0.041,canopy_bulk_density,kg/m3,22,thinburn,hood,Ponderosa Pine,interior_pnw,spring,commercial,NA,NA
0.041,canopy_bulk_density,kg/m3,22,thinburn,hood,Ponderosa Pine,interior_pnw,fall,commercial,NA,NA
0.09,canopy_bulk_density,kg/m3,22,control,hood,Ponderosa Pine,interior_pnw,NA,shelterwood,NA,NA
0.11,canopy_bulk_density,kg/m3,22,thin,hood,Ponderosa Pine,interior_pnw,NA,shelterwood,NA,NA
0.05,canopy_bulk_density,kg/m3,22,thinburn,hood,Ponderosa Pine,interior_pnw,spring,shelterwood,wet burn,NA
0.06,canopy_bulk_density,kg/m3,22,thinburn,hood,Ponderosa Pine,interior_pnw,spring,shelterwood,dry burn,NA
3.55,canopy_base_height,meters,22,control,hood,Ponderosa Pine,interior_pnw,NA,commercial,NA,NA
3.16,canopy_base_height,meters,22,thin,hood,Ponderosa Pine,interior_pnw,NA,commercial,NA,NA
3.16,canopy_base_height,meters,22,thinburn,hood,Ponderosa Pine,interior_pnw,spring,commercial,NA,NA
4.08,canopy_base_height,meters,22,thinburn,hood,Ponderosa Pine,interior_pnw,fall,commercial,NA,NA
1.11,canopy_base_height,meters,22,control,hood,Ponderosa Pine,interior_pnw,NA,shelterwood,NA,NA
0.83,canopy_base_height,meters,22,thin,hood,Ponderosa Pine,interior_pnw,NA,shelterwood,NA,NA
1.8,canopy_base_height,meters,22,thinburn,hood,Ponderosa Pine,interior_pnw,spring,shelterwood,wet burn,NA
1.94,canopy_base_height,meters,22,thinburn,hood,Ponderosa Pine,interior_pnw,spring,shelterwood,dry burn,NA
23.51,stand_height,meters,22,control,hood,Ponderosa Pine,interior_pnw,NA,commercial,NA,NA
23.25,stand_height,meters,22,thin,hood,Ponderosa Pine,interior_pnw,NA,commercial,NA,NA
22.99,stand_height,meters,22,thinburn,hood,Ponderosa Pine,interior_pnw,spring,commercial,NA,NA
23.77,stand_height,meters,22,thinburn,hood,Ponderosa Pine,interior_pnw,fall,commercial,NA,NA
27.11,stand_height,meters,22,control,hood,Ponderosa Pine,interior_pnw,NA,shelterwood,NA,NA
25.46,stand_height,meters,22,thin,hood,Ponderosa Pine,interior_pnw,NA,shelterwood,NA,NA
26.12,stand_height,meters,22,thinburn,hood,Ponderosa Pine,interior_pnw,spring,shelterwood,wet burn,NA
24.8,stand_height,meters,22,thinburn,hood,Ponderosa Pine,interior_pnw,spring,shelterwood,dry burn,NA
23.9,all_woody,Mg/ha,0,control,morici,Ponderosa Pine,interior_pnw,NA,NA,NA,NA
19.3,all_woody,Mg/ha,6,control,morici,Ponderosa Pine,interior_pnw,NA,NA,NA,NA
25,all_woody,Mg/ha,17,control,morici,Ponderosa Pine,interior_pnw,NA,NA,NA,NA
17.1,cwd,Mg/ha,0,control,morici,Ponderosa Pine,interior_pnw,NA,NA,NA,NA
15.3,cwd,Mg/ha,6,control,morici,Ponderosa Pine,interior_pnw,NA,NA,NA,NA
19.9,cwd,Mg/ha,17,control,morici,Ponderosa Pine,interior_pnw,NA,NA,NA,NA
10,cwd_sound,Mg/ha,0,control,morici,Ponderosa Pine,interior_pnw,NA,NA,NA,NA
8.4,cwd_sound,Mg/ha,6,control,morici,Ponderosa Pine,interior_pnw,NA,NA,NA,NA
3.7,cwd_sound,Mg/ha,17,control,morici,Ponderosa Pine,interior_pnw,NA,NA,NA,NA
7.4,cwd_rotten,Mg/ha,0,control,morici,Ponderosa Pine,interior_pnw,NA,NA,NA,NA
6.9,cwd_rotten,Mg/ha,6,control,morici,Ponderosa Pine,interior_pnw,NA,NA,NA,NA
16.4,cwd_rotten,Mg/ha,17,control,morici,Ponderosa Pine,interior_pnw,NA,NA,NA,NA
6.7,fwd,Mg/ha,0,control,morici,Ponderosa Pine,interior_pnw,NA,NA,NA,NA
3.9,fwd,Mg/ha,6,control,morici,Ponderosa Pine,interior_pnw,NA,NA,NA,NA
4.8,fwd,Mg/ha,17,control,morici,Ponderosa Pine,interior_pnw,NA,NA,NA,NA
4.4,hundred_hour,Mg/ha,0,control,morici,Ponderosa Pine,interior_pnw,NA,NA,NA,NA
3.1,hundred_hour,Mg/ha,6,control,morici,Ponderosa Pine,interior_pnw,NA,NA,NA,NA
3.2,hundred_hour,Mg/ha,17,control,morici,Ponderosa Pine,interior_pnw,NA,NA,NA,NA
1.96,ten_hour,Mg/ha,0,control,morici,Ponderosa Pine,interior_pnw,NA,NA,NA,NA
0.76,ten_hour,Mg/ha,6,control,morici,Ponderosa Pine,interior_pnw,NA,NA,NA,NA
1.31,ten_hour,Mg/ha,17,control,morici,Ponderosa Pine,interior_pnw,NA,NA,NA,NA
0.27,one_hour,Mg/ha,0,control,morici,Ponderosa Pine,interior_pnw,NA,NA,NA,NA
0.05,one_hour,Mg/ha,6,control,morici,Ponderosa Pine,interior_pnw,NA,NA,NA,NA
0.27,one_hour,Mg/ha,17,control,morici,Ponderosa Pine,interior_pnw,NA,NA,NA,NA
10.02,all_woody,Mg/ha,0,burn,morici,Ponderosa Pine,interior_pnw,fall,NA,NA,NA
